Aktual,Prediksi
34.2758,34.1106
34.5727,34.1606
33.8303,34.2445
33.3848,33.8687
33.8303,33.7812
34.2758,33.6798
33.0879,33.8478
33.3961,33.4423
33.3961,33.4617
33.3961,33.4034
33.3961,33.3610
33.3961,33.3378
33.3961,33.3133
33.3961,33.2834
33.3961,33.2845
33.3961,33.2589
33.3961,33.2785
33.3961,33.2961
33.3961,33.2971
33.3961,33.2682
34.8697,33.2779
33.6818,33.8554
35.1667,33.8398
35.0182,34.3200
33.9788,34.0369
32.1970,33.7483
33.3848,33.3574
33.8303,33.4870
33.8303,33.7877
34.2758,33.8671
33.3848,34.0010
32.7909,33.6094
33.2364,33.3261
33.0879,33.4418
33.9788,33.2802
33.5333,33.7024
33.9788,33.5984
34.2758,33.7434
34.2758,33.9282
33.0879,33.6715
33.2364,33.3593
33.5333,33.4909
33.6818,33.3746
33.0879,33.4213
33.8303,33.1243
34.2758,33.4386
33.5333,33.9275
33.0879,33.5852
33.2364,33.3939
32.3455,33.2070
33.2364,32.9148
34.1273,33.0226
33.3848,33.4834
33.5333,33.2795
33.6818,33.2433
33.3848,33.1583
33.2364,33.2052
33.5333,33.2244
31.4545,33.2837
32.6424,32.7842
34.1273,32.8146
32.7909,33.1036
34.4242,32.9872
33.2364,33.5969
33.8303,33.2957
34.8697,33.7717
34.1273,33.9332
34.1273,33.8572
35.0182,33.9424
35.3152,34.3460
33.2364,34.1692
33.6818,33.4549
33.9788,33.5580
33.5333,33.7316
33.3848,33.5921
32.9394,33.5432
32.0485,33.4237
34.8697,33.1203
34.4242,33.5362
33.5333,33.5959
35.4636,33.5901
33.5333,34.0116
33.6818,33.6313
33.0879,33.5449
34.5727,33.3608
34.4242,33.8026
31.9000,33.8130
33.3848,32.9561
31.7515,33.3115
30.5636,32.8334
31.7515,32.0613
33.2364,32.4437
33.2364,32.9897
33.0879,33.0981
31.9000,32.7906
33.2364,32.3070
31.7515,32.4487
33.2364,32.2561
33.5333,32.9035
33.2364,32.6486
32.9394,32.7609
32.9394,32.7295
33.6818,32.8419
32.1970,32.9043
31.3061,32.4321
32.7909,32.4031
35.1667,32.9944
34.1273,33.6897
34.7212,33.4830
34.8697,33.8599
33.3848,33.6923
33.8303,33.4805
33.0879,33.4087
33.5333,33.2145
31.7515,33.1776
31.6030,32.6330
32.4939,32.5499
33.3848,32.7138
33.5333,32.8657
31.3061,33.1308
32.0485,32.7966
31.4545,32.6019
31.7515,32.4730
33.0879,32.2353
32.3455,32.5519
32.1970,32.7145
31.6030,32.7554
30.8606,32.3442
31.1576,32.0446
31.4545,31.9595
34.7212,32.0025
31.9000,33.0737
30.7121,32.2238
31.1576,31.6111
31.4545,31.7886
30.4152,31.8508
31.1576,31.7028
32.1970,32.1624
29.8212,32.2627
31.9000,31.8507
32.9394,32.4634
31.6030,32.4819
30.7121,31.9546
31.1576,31.5290
31.4545,31.8612
31.0091,31.9224
31.9000,31.8666
31.4545,32.0554
31.1576,31.9410
31.4545,31.8185
31.3061,31.6984
31.6030,31.4331
31.7515,31.6143
31.7515,31.5515
31.7515,31.5102
32.1970,31.5809
33.0879,32.0075
31.3061,32.2676
32.3455,31.8689
31.0091,32.1698
32.0485,31.6507
30.2667,31.6975
30.8606,31.0559
31.6030,31.5058
31.1576,31.6488
31.6030,31.7325
31.7515,31.7924
31.9000,31.7281
32.3455,31.8888
33.3848,31.8966
31.6030,32.3960
31.3061,31.8392
32.7909,31.8001
34.5727,32.3964
34.1273,33.2906
32.1970,33.1753
32.6424,32.5851
32.7909,32.6340
32.7909,32.7073
31.9000,32.4411
32.0485,32.1942
32.6424,32.1305
31.9000,32.2963
32.0485,32.1638
31.7515,32.0687
31.3061,31.9958
33.6818,31.9344
32.1970,32.6768
31.7515,32.3597
33.2364,32.2063
33.0879,32.5948
33.0879,32.7651
32.7909,33.0187
32.9394,32.8900
33.6818,32.7067
33.6818,32.9404
34.4242,33.1435
33.9788,33.2162
32.6424,33.2177
33.5333,33.2137
33.0879,33.4119
33.6818,32.9131
33.0879,33.1959
31.1576,33.0389
33.8303,32.5566
31.9000,33.0898
33.2364,32.8156
31.4545,32.9924
31.7515,32.3466
33.0879,32.4162
34.1273,32.7381
31.9000,33.0623
34.1273,32.5850
32.9394,33.2836
32.7909,32.9311
32.7909,32.8346
34.2758,32.9248
33.6818,33.1910
32.9394,33.1137
32.9394,33.0452
32.9394,32.9626
32.6424,32.8788
32.9394,32.7255
33.0879,32.8812
33.6818,33.0690
33.9788,33.4422
33.8303,33.5877
33.2364,33.6366
33.5333,33.3287
33.6818,33.4059
34.7212,33.5317
34.7212,33.7855
33.2364,33.8112
34.1273,33.4492
33.0879,33.7085
34.1273,33.4380
34.2758,33.6815
33.8303,33.7603
33.6818,33.6455
33.3848,33.7203
33.3848,33.4556
33.6818,33.2616
33.9788,33.3794
33.3848,33.5214
34.2758,33.3918
35.1667,33.8199
34.4242,34.0974
34.2758,34.0080
34.8697,33.8414
34.1273,34.1990
34.1273,34.0372
33.8303,34.0585
32.7909,33.8303
33.6818,33.3993
33.9788,33.6156
34.1273,33.6538
33.5333,33.6599
33.6818,33.4697
33.5333,33.5878
33.8303,33.5083
34.1273,33.5282
34.2758,33.5956
34.5727,33.7977
31.6030,33.8238
33.8303,32.9671
33.3848,33.4188
33.5333,33.3599
33.8303,33.4648
33.6818,33.5128
34.7212,33.4526
33.8303,33.8461
33.6818,33.6872
33.4591,33.6898
33.5333,33.4643
33.3848,33.5433
33.8303,33.5441
33.0879,33.5694
34.4242,33.3220
34.2758,33.6490
32.9394,33.7844
33.4591,33.4994
32.4939,33.3976
32.1970,33.2132
31.9000,33.0719
29.8212,32.8521
32.1970,32.2582
33.0879,32.8017
32.4939,33.0815
32.1970,33.2713
31.7515,33.1633
33.8303,32.9955
33.5333,33.3228
33.8303,33.3737
33.5333,33.4451
33.2364,33.3158
31.7515,33.2191
32.3455,32.7527
33.3848,32.6265
34.4242,32.9668
34.4242,33.4601
33.3848,33.5754
33.2364,33.4291
32.9394,33.4383
33.9788,33.5314
34.5727,33.8105
33.5333,34.0071
33.0879,33.7702
34.1273,33.4312
32.3455,33.7653
32.7909,33.0070
33.0879,33.1766
33.8303,33.1654
34.5727,33.5589
33.5333,33.8226
32.9394,33.5691
33.3848,33.4635
33.5333,33.3359
33.0879,33.3772
32.3455,33.3200
32.3455,33.0407
33.5333,33.0120
33.9788,33.2020
34.2758,33.4909
34.2758,33.7886
33.6818,33.8275
33.8303,33.6307
32.7909,33.6659
33.0879,33.5070
33.0879,33.3662
33.3848,33.3825
33.3848,33.3679
32.3455,33.4485
33.8303,32.8967
34.1273,33.4712
34.1273,33.5282
33.8303,33.7254
32.1970,33.6445
33.9788,33.0817
34.4242,33.5515
31.9000,33.9428
34.2758,33.2144
34.8697,33.6858
34.2758,33.9811
33.5333,33.8672
33.0879,33.6825
33.3848,33.4420
33.3848,33.3122
32.1970,33.4406
34.1273,33.0485
32.9394,33.4937
33.2364,33.1695
32.9394,33.3549
33.8303,33.4589
33.9788,33.6679
34.1273,33.6061
33.0879,33.9004
32.7909,33.4692
33.5333,33.2902
34.5727,33.3504
33.2364,33.7181
33.3848,33.5978
33.0879,33.6548
33.9788,33.6628
34.1273,33.8129
32.6424,33.7693
33.0879,33.4743
33.3848,33.2895
33.6818,33.4203
33.3848,33.5955
32.4939,33.4335
33.9788,33.1862
29.8212,33.3746
32.9394,32.4163
34.2758,32.8740
34.7212,33.3169
35.3152,33.6762
33.3848,34.1540
32.9394,33.5056
33.5333,33.4987
34.4242,33.4518
34.4242,33.7945
34.5727,33.9151
34.2758,34.0140
33.8303,33.8500
33.5333,33.7443
33.9788,33.2404
33.5333,33.3201
33.3848,33.6360
34.2758,33.7203
32.6424,33.8003
33.9788,33.4901
33.3848,33.7779
33.8303,33.5238
33.9788,33.8350
33.3848,33.5772
32.7909,33.7122
34.4242,33.4778
34.1273,33.8210
34.2758,33.7171
33.8303,33.7474
34.1273,33.7975
33.9788,33.9515
34.7212,33.8063
34.2758,33.9446
34.4242,33.8369
30.4152,33.9578
33.9788,32.7103
33.5333,33.5502
33.0879,33.5309
33.3848,33.3040
33.6818,33.3920
33.9788,33.5306
33.9788,33.6030
34.4242,33.5959
33.6818,33.7792
32.6424,33.4667
33.6818,33.1528
33.8303,33.4072
33.6818,33.4523
32.6424,33.2783
33.5333,33.1654
33.5333,33.5024
33.5333,33.4340
31.4545,33.4920
33.6818,33.1280
33.3848,33.4323
33.2364,33.1154
33.0879,33.2720
34.1273,33.2469
32.7909,33.3629
34.2758,33.1809
32.7909,33.4579
35.0182,33.1179
31.3061,33.6961
34.2758,32.9532
34.5727,33.6157
34.4242,33.8208
32.0485,33.9038
32.9394,33.3240
33.3848,33.2581
33.6818,33.5253
33.3848,33.5922
34.4242,33.2622
34.4242,33.6902
34.5727,33.7025
33.5333,33.3323
33.6818,33.2674
33.3848,33.1496
32.9394,33.2503
35.0182,33.2507
35.4636,33.8839
33.3848,34.0215
30.8606,33.1292
30.2667,32.5591
33.0879,32.3854
30.8606,32.9928
33.5333,32.6465
32.3455,33.2654
32.9394,32.6310
32.0485,32.8263
33.6818,32.3567
33.0879,33.0965
32.7909,33.1607
32.6424,33.0180
33.5333,32.9871
33.3848,33.0753
34.2758,33.1276
33.5333,33.2157
33.8303,33.1500
31.4545,32.9757
33.5333,32.6151
32.7909,33.0016
33.5333,32.7927
32.6424,33.1672
32.6424,33.1685
32.1970,33.1220
32.7909,33.1215
32.1970,33.1165
31.7515,32.9280
34.2758,32.7104
33.3848,33.1958
33.3848,33.2408
33.6818,33.0397
33.3848,33.2831
33.8303,33.3653
32.9394,33.3681
35.3152,33.0152
33.3848,33.6053
33.5333,33.3096
32.9394,33.3385
32.6424,33.1996
32.4939,32.9214
32.1970,32.7754
32.6424,32.8642
31.1576,32.7690
30.8606,32.4061
32.1970,32.1718
30.8606,32.5788
31.7515,32.1084
30.8606,32.3893
32.3455,32.3697
31.9000,32.5597
33.6818,32.3773
34.8697,32.7449
32.6424,33.1903
31.6030,32.5836
32.9394,32.2903
33.3848,32.5063
32.1970,32.7891
32.9394,32.4234
32.7909,32.5675
32.4939,32.4335
32.4939,32.4199
33.0879,32.3691
32.3455,32.7429
30.5636,32.2779
32.6424,31.8310
31.9000,32.2544
30.1182,32.1309
32.1970,31.6830
32.4939,31.8811
32.1970,32.2371
31.3061,32.2002
31.1576,31.8197
32.0485,31.7109
33.5333,31.9146
33.5333,32.3997
32.3455,32.9601
31.6030,32.5657
33.3848,32.6313
32.1970,32.8192
33.3848,32.7855
34.8697,32.9318
33.2364,33.4281
33.9788,33.1746
31.4545,33.5152
33.3848,32.8092
32.4939,33.1110
32.3455,32.6924
31.0091,32.5916
33.3848,32.2634
33.3848,32.4225
32.7909,32.9421
34.1273,33.1992
33.6818,33.2481
33.8303,33.3032
33.0879,33.5678
32.9394,32.9112
33.3848,32.9232
33.0879,32.9790
32.9394,32.5942
32.6424,32.5523
34.2758,32.4450
31.7515,32.9540
34.1273,32.4434
33.0879,33.2674
34.2758,33.0594
34.8697,33.3499
35.3152,33.4768
33.9788,34.1840
33.5333,33.5584
33.2364,33.5800
33.8303,33.1153
34.1273,33.2353
31.6030,33.3721
33.5333,32.6028
33.2364,33.0108
33.6818,32.9053
33.5333,33.2032
33.6818,33.1440
32.7909,33.0627
33.6818,32.9063
33.8303,32.9835
33.6818,33.0060
33.3848,33.3451
34.8697,33.1765
34.2758,33.6815
34.7212,33.3929
33.0879,33.5636
33.9788,33.3883
33.6818,33.7726
33.5333,33.6254
32.7909,33.5731
33.3848,33.3305
34.5727,33.4159
33.6818,33.6616
33.9788,33.5597
34.2758,33.6199
33.6818,33.6550
33.8303,33.5643
31.0091,33.7042
32.1970,33.1530
34.2758,33.0814
33.8303,33.5162
34.7212,33.5770
34.5727,33.9029
33.6818,33.8986
32.7909,33.6148
34.5727,33.2551
33.2364,33.6384
33.5333,33.3596
32.7909,33.3872
33.5333,33.0973
33.8303,33.2582
34.5727,33.5138
35.1667,33.8210
33.8303,34.1940
34.2758,33.7905
34.5727,34.0405
34.4242,33.9645
33.9788,33.8323
34.5727,33.6343
34.2758,33.9687
33.5333,33.8742
34.7212,33.6847
34.4242,33.6438
33.9788,33.7427
34.4242,33.8437
33.0879,33.8449
32.7909,33.5351
32.4939,33.3594
31.9000,33.2960
33.5333,33.1548
33.6818,33.3801
33.8303,33.5391
32.0485,33.3504
33.9788,33.1857
31.6030,33.4560
33.6818,33.0315
32.3455,33.2612
33.3848,33.1748
35.0182,33.2360
34.5727,33.7428
34.2758,33.6036
33.2364,33.6004
33.5333,33.4689
32.9394,33.4424
33.0879,33.2708
32.1970,33.2276
32.9394,32.9976
34.5727,32.9834
33.3848,33.1953
32.6424,33.2304
32.4939,33.1646
32.7909,33.1726
32.0485,33.3391
31.4545,33.1521
30.8606,32.8977
32.0485,32.8756
33.3848,33.0198
33.3848,33.4113
33.6818,33.9035
33.3848,33.7597
33.8303,33.5247
32.6424,33.8020
33.3848,33.3438
32.0485,33.4737
33.8303,33.2666
32.9394,33.6380
33.5333,33.3640
32.7909,33.5698
33.9788,33.3376
33.3848,33.6698
33.2364,33.5627
34.2758,33.4709
33.9788,33.8708
30.5636,33.7929
33.3848,33.0295
33.5333,33.4892
33.0879,33.6017
33.3848,33.4058
33.3848,33.5185
34.1273,33.4078
33.0879,33.4632
33.6818,33.1782
33.6818,33.2349
31.6030,33.3260
32.6424,32.7277
33.5333,32.9529
34.1273,33.1146
34.2758,33.3424
33.3848,33.6803
33.2364,33.5003
33.6818,33.5731
33.5333,33.5838
33.3848,33.4887
33.3848,33.5536
34.2758,33.5013
33.8303,33.6968
34.2758,33.4505
33.2364,33.5577
33.2364,33.4616
34.4242,33.5342
33.8303,33.9436
34.1273,33.8715
33.0879,33.9190
32.1970,33.5189
33.0879,33.2737
33.0879,33.3501
33.9788,33.3385
33.9788,33.6902
34.5727,33.8242
34.7212,33.9362
34.1273,33.8989
33.5333,33.7136
34.4242,33.6807
33.2364,33.7120
33.3848,33.5480
33.5333,33.5394
34.2758,33.3763
35.3152,33.8289
34.2758,34.2567
33.6818,34.0606
32.1970,33.7148
35.1667,33.3197
33.3848,33.8768
33.9788,33.6057
33.3848,33.9449
33.3848,33.7750
32.0485,33.4765
33.5333,33.2549
33.6818,33.3318
33.8303,33.4371
33.3848,33.6546
34.2758,33.5276
33.8303,33.6735
33.2364,33.5097
33.3848,33.5479
35.0182,33.6331
32.3455,33.8966
30.5636,33.2672
32.4939,32.7790
31.9000,32.8498
32.7909,32.5094
32.7909,32.5483
32.7909,32.5724
33.5333,32.7087
33.9788,33.0644
33.9788,33.1567
33.3848,33.3294
32.9394,33.2749
34.8697,33.1282
33.0879,33.5824
33.2364,33.2946
32.7909,33.2693
32.9394,33.0234
34.2758,32.9531
33.5333,33.4215
34.8697,33.6002
33.3848,33.9916
33.3848,33.7361
33.2364,33.8201
33.5333,33.7021
34.4242,33.6740
31.9000,33.8414
33.3848,33.4090
33.6818,33.5158
32.0485,33.5437
34.2758,33.1832
33.2364,33.4074
34.1273,33.2407
32.6424,33.5448
32.4939,33.3047
32.9394,33.2442
33.6818,33.1650
32.7909,33.4484
33.3848,33.2518
32.9394,33.4587
32.7909,33.1043
33.3848,33.0485
32.0485,33.1987
32.7909,33.0540
33.0879,33.1390
32.1970,33.1113
32.6424,33.2614
33.6818,33.1976
34.5727,33.3711
32.3455,33.6330
32.7909,32.8564
33.3848,32.8980
35.6121,33.3058
33.3848,33.9370
33.8303,33.6842
33.0879,33.8440
33.0879,33.6847
33.3848,33.5504
33.2364,33.4873
33.9788,33.4814
33.5333,33.5589
32.1970,33.3704
31.9000,33.0859
31.7515,32.8889
32.7909,32.8550
32.4939,33.0150
33.2126,33.0388
33.3848,33.0918
32.0485,33.1063
33.6818,32.9848
33.3848,33.3310
33.2126,33.6311
30.1182,33.4874
33.3848,32.5765
33.9788,33.2863
34.2758,33.3260
35.0182,33.6797
34.7212,33.8680
34.1273,33.7207
32.3455,33.4584
32.6424,33.1447
32.6424,33.1167
32.4939,32.9142
32.6424,32.9626
33.8303,33.1050
33.8303,33.2584
33.3848,33.2698
32.6424,33.1832
33.0879,33.1513
32.4939,33.2148
33.2364,33.1161
31.9000,33.2556
32.4939,33.0222
33.8303,33.1169
32.9394,33.2834
33.9788,33.0611
34.1273,33.3195
33.9788,33.7062
33.3848,33.5215
33.0879,33.6763
35.1667,33.3727
33.0879,33.8903
33.2364,33.5007
33.6818,33.3585
33.0879,33.4608
32.3455,33.3844
32.9394,33.2540
32.9394,33.1308
31.6030,33.1078
